id,self_employment_type,branch,age,gender,period,self_empl_persons,avg_personal_income,avg_self_empl_income
28974,1st_category_group,Information and communication,45 to 54 years,Female,2015,2.3,29.4,19.8
28975,1st_category_group,Information and communication,45 to 54 years,Female,2016,2.4,30.7,22.2
28976,1st_category_group,Information and communication,45 to 54 years,Female,2017,2.4,33.0,22.8
28977,1st_category_group,Information and communication,45 to 54 years,Female,2018,2.4,34.9,24.6
28978,1st_category_group,Information and communication,45 to 54 years,Female,2019,2.5,38.0,28.0
28979,1st_category_group,Information and communication,45 to 54 years,Female,2020,2.5,38.2,26.2
28998,1st_category_group,Information and communication,55 to 64 years,Male,2011,2.7,45.9,37.3
28999,1st_category_group,Information and communication,55 to 64 years,Male,2012,2.9,45.2,36.0
29000,1st_category_group,Information and communication,55 to 64 years,Male,2013,3.2,43.9,34.3
29001,1st_category_group,Information and communication,55 to 64 years,Male,2014,3.6,46.4,36.5
29002,1st_category_group,Information and communication,55 to 64 years,Male,2015,4.1,46.1,37.4
29003,1st_category_group,Information and communication,55 to 64 years,Male,2016,4.5,47.7,39.6
29004,1st_category_group,Information and communication,55 to 64 years,Male,2017,4.8,49.8,39.8
29005,1st_category_group,Information and communication,55 to 64 years,Male,2018,5.4,51.3,43.4
29006,1st_category_group,Information and communication,55 to 64 years,Male,2019,5.9,53.1,45.0
29007,1st_category_group,Information and communication,55 to 64 years,Male,2020,6.3,53.7,44.6
29012,1st_category_group,Information and communication,55 to 64 years,Female,2011,0.9,21.0,11.9
29013,1st_category_group,Information and communication,55 to 64 years,Female,2012,0.9,21.9,12.8
29014,1st_category_group,Information and communication,55 to 64 years,Female,2013,0.9,22.1,12.4
29015,1st_category_group,Information and communication,55 to 64 years,Female,2014,0.9,23.3,13.9
29016,1st_category_group,Information and communication,55 to 64 years,Female,2015,1.1,21.8,12.6
29017,1st_category_group,Information and communication,55 to 64 years,Female,2016,1.2,22.5,13.3
29018,1st_category_group,Information and communication,55 to 64 years,Female,2017,1.3,23.6,13.3
29019,1st_category_group,Information and communication,55 to 64 years,Female,2018,1.3,23.8,14.1
29020,1st_category_group,Information and communication,55 to 64 years,Female,2019,1.4,25.7,15.2
29040,1st_category_group,Information and communication,65 to 74 years,Male,2011,0.2,76.6,59.9
29041,1st_category_group,Information and communication,65 to 74 years,Male,2012,0.3,81.2,58.4
29042,1st_category_group,Information and communication,65 to 74 years,Male,2013,0.3,69.5,55.1
29043,1st_category_group,Information and communication,65 to 74 years,Male,2014,0.4,68.3,54.8
29044,1st_category_group,Information and communication,65 to 74 years,Male,2015,0.4,68.9,56.3
29045,1st_category_group,Information and communication,65 to 74 years,Male,2016,0.5,68.1,56.5
29046,1st_category_group,Information and communication,65 to 74 years,Male,2017,0.5,68.5,50.1
29047,1st_category_group,Information and communication,65 to 74 years,Male,2018,0.6,63.6,51.4
29048,1st_category_group,Information and communication,65 to 74 years,Male,2019,0.8,62.4,50.2
29056,1st_category_group,Information and communication,65 to 74 years,Female,2013,0.1,27.7,21.5
29057,1st_category_group,Information and communication,65 to 74 years,Female,2014,0.1,32.5,24.7
29058,1st_category_group,Information and communication,65 to 74 years,Female,2015,0.1,38.1,25.5
29059,1st_category_group,Information and communication,65 to 74 years,Female,2016,0.1,37.8,24.4
29060,1st_category_group,Information and communication,65 to 74 years,Female,2017,0.2,38.2,25.2
29061,1st_category_group,Information and communication,65 to 74 years,Female,2018,0.2,33.3,21.3
29062,1st_category_group,Information and communication,65 to 74 years,Female,2019,0.2,35.3,24.5
30384,1st_category_group,Financial institutions,75 years or older,Male,2011,0.5,53.5,42.7
30385,1st_category_group,Financial institutions,75 years or older,Male,2012,0.5,53.9,43.1
30386,1st_category_group,Financial institutions,75 years or older,Male,2013,0.5,54.2,43.5
30387,1st_category_group,Financial institutions,75 years or older,Male,2014,0.6,61.9,47.6
30388,1st_category_group,Financial institutions,75 years or older,Male,2015,0.6,58.9,47.4
30389,1st_category_group,Financial institutions,75 years or older,Male,2016,0.6,59.1,48.6
30390,1st_category_group,Financial institutions,75 years or older,Male,2017,0.5,79.1,49.6
30391,1st_category_group,Financial institutions,75 years or older,Male,2018,0.5,57.0,48.3
30392,1st_category_group,Financial institutions,75 years or older,Male,2019,0.6,58.3,48.9
30398,1st_category_group,Financial institutions,75 years or older,Female,2011,0.1,46.1,36.8
30399,1st_category_group,Financial institutions,75 years or older,Female,2012,0.1,47.7,38.5
30400,1st_category_group,Financial institutions,75 years or older,Female,2013,0.1,48.6,38.6
30401,1st_category_group,Financial institutions,75 years or older,Female,2014,0.2,47.1,38.8
30402,1st_category_group,Financial institutions,75 years or older,Female,2015,0.2,47.0,38.9
30403,1st_category_group,Financial institutions,75 years or older,Female,2016,0.2,48.7,39.3
30404,1st_category_group,Financial institutions,75 years or older,Female,2017,0.2,79.7,40.6
30405,1st_category_group,Financial institutions,75 years or older,Female,2018,0.1,46.7,39.9
30406,1st_category_group,Financial institutions,75 years or older,Female,2019,0.2,48.6,41.1
30426,1st_category_group,Financial institutions,Younger than 25 years,Male,2011,0.2,38.8,40.1
30427,1st_category_group,Financial institutions,Younger than 25 years,Male,2012,0.2,37.9,40.3
30428,1st_category_group,Financial institutions,Younger than 25 years,Male,2013,0.1,43.5,38.7
30429,1st_category_group,Financial institutions,Younger than 25 years,Male,2014,0.2,37.7,39.8
30430,1st_category_group,Financial institutions,Younger than 25 years,Male,2015,0.2,37.8,40.9
30431,1st_category_group,Financial institutions,Younger than 25 years,Male,2016,0.2,37.2,37.2
30432,1st_category_group,Financial institutions,Younger than 25 years,Male,2017,0.2,41.8,44.0
30433,1st_category_group,Financial institutions,Younger than 25 years,Male,2018,0.2,42.2,43.7
30434,1st_category_group,Financial institutions,Younger than 25 years,Male,2019,0.2,42.3,44.7
30468,1st_category_group,Financial institutions,25 to 34 years,Male,2011,4.0,56.9,52.9
30469,1st_category_group,Financial institutions,25 to 34 years,Male,2012,3.9,55.5,52.0
30470,1st_category_group,Financial institutions,25 to 34 years,Male,2013,3.7,55.9,51.9
30471,1st_category_group,Financial institutions,25 to 34 years,Male,2014,3.7,55.5,50.9
30472,1st_category_group,Financial institutions,25 to 34 years,Male,2015,3.8,55.4,50.4
30473,1st_category_group,Financial institutions,25 to 34 years,Male,2016,3.8,56.3,52.0
30474,1st_category_group,Financial institutions,25 to 34 years,Male,2017,4.0,57.0,52.0
30475,1st_category_group,Financial institutions,25 to 34 years,Male,2018,4.2,59.4,53.4
30476,1st_category_group,Financial institutions,25 to 34 years,Male,2019,4.4,59.7,54.2
30477,1st_category_group,Financial institutions,25 to 34 years,Male,2020,4.4,62.0,55.2
30482,1st_category_group,Financial institutions,25 to 34 years,Female,2011,0.6,41.3,39.6
30483,1st_category_group,Financial institutions,25 to 34 years,Female,2012,0.6,41.6,39.5
30484,1st_category_group,Financial institutions,25 to 34 years,Female,2013,0.6,42.4,39.3
30485,1st_category_group,Financial institutions,25 to 34 years,Female,2014,0.6,41.1,39.6
30486,1st_category_group,Financial institutions,25 to 34 years,Female,2015,0.6,41.2,40.2
30487,1st_category_group,Financial institutions,25 to 34 years,Female,2016,0.6,41.0,39.9
30488,1st_category_group,Financial institutions,25 to 34 years,Female,2017,0.6,43.9,42.7
30489,1st_category_group,Financial institutions,25 to 34 years,Female,2018,0.6,46.9,45.0
30490,1st_category_group,Financial institutions,25 to 34 years,Female,2019,0.6,49.3,45.5
30510,1st_category_group,Financial institutions,35 to 44 years,Male,2011,14.7,67.8,62.7
30511,1st_category_group,Financial institutions,35 to 44 years,Male,2012,14.3,68.6,63.8
30512,1st_category_group,Financial institutions,35 to 44 years,Male,2013,13.5,69.1,63.9
30513,1st_category_group,Financial institutions,35 to 44 years,Male,2014,12.9,68.9,64.0
30514,1st_category_group,Financial institutions,35 to 44 years,Male,2015,12.2,69.4,64.2
30515,1st_category_group,Financial institutions,35 to 44 years,Male,2016,11.8,70.1,65.0
30516,1st_category_group,Financial institutions,35 to 44 years,Male,2017,11.7,74.4,68.0
30517,1st_category_group,Financial institutions,35 to 44 years,Male,2018,11.6,71.8,66.6
30518,1st_category_group,Financial institutions,35 to 44 years,Male,2019,11.6,72.4,67.3
30519,1st_category_group,Financial institutions,35 to 44 years,Male,2020,11.3,73.4,67.9
30524,1st_category_group,Financial institutions,35 to 44 years,Female,2011,2.8,41.3,37.6
30525,1st_category_group,Financial institutions,35 to 44 years,Female,2012,2.7,42.9,38.9
30526,1st_category_group,Financial institutions,35 to 44 years,Female,2013,2.5,44.4,39.9
30527,1st_category_group,Financial institutions,35 to 44 years,Female,2014,2.4,45.8,42.0
30528,1st_category_group,Financial institutions,35 to 44 years,Female,2015,2.2,47.0,43.6
30529,1st_category_group,Financial institutions,35 to 44 years,Female,2016,2.1,48.2,44.5
30530,1st_category_group,Financial institutions,35 to 44 years,Female,2017,2.0,51.2,46.8
30531,1st_category_group,Financial institutions,35 to 44 years,Female,2018,1.9,50.7,47.1
30532,1st_category_group,Financial institutions,35 to 44 years,Female,2019,1.9,53.3,49.8
30552,1st_category_group,Financial institutions,45 to 54 years,Male,2011,14.2,71.9,66.0
30553,1st_category_group,Financial institutions,45 to 54 years,Male,2012,15.0,73.0,67.0
30554,1st_category_group,Financial institutions,45 to 54 years,Male,2013,15.4,73.9,67.8
30555,1st_category_group,Financial institutions,45 to 54 years,Male,2014,16.6,75.5,67.9
30556,1st_category_group,Financial institutions,45 to 54 years,Male,2015,17.2,75.1,68.3
30557,1st_category_group,Financial institutions,45 to 54 years,Male,2016,17.5,76.1,69.8
30558,1st_category_group,Financial institutions,45 to 54 years,Male,2017,17.4,81.6,71.7
30559,1st_category_group,Financial institutions,45 to 54 years,Male,2018,18.7,78.0,71.4
30560,1st_category_group,Financial institutions,45 to 54 years,Male,2019,19.2,78.9,72.4
30561,1st_category_group,Financial institutions,45 to 54 years,Male,2020,18.7,79.1,72.6
30566,1st_category_group,Financial institutions,45 to 54 years,Female,2011,2.8,40.8,33.5
30567,1st_category_group,Financial institutions,45 to 54 years,Female,2012,2.9,41.8,34.3
30568,1st_category_group,Financial institutions,45 to 54 years,Female,2013,2.9,42.8,34.8
30569,1st_category_group,Financial institutions,45 to 54 years,Female,2014,3.1,45.8,37.2
30570,1st_category_group,Financial institutions,45 to 54 years,Female,2015,3.0,44.9,39.3
30571,1st_category_group,Financial institutions,45 to 54 years,Female,2016,3.1,46.5,41.5
30572,1st_category_group,Financial institutions,45 to 54 years,Female,2017,3.1,50.3,44.4
30573,1st_category_group,Financial institutions,45 to 54 years,Female,2018,3.2,50.9,45.6
30574,1st_category_group,Financial institutions,45 to 54 years,Female,2019,3.3,53.5,48.6
30575,1st_category_group,Financial institutions,45 to 54 years,Female,2020,3.2,54.1,49.1
30594,1st_category_group,Financial institutions,55 to 64 years,Male,2011,8.9,68.0,59.7
30595,1st_category_group,Financial institutions,55 to 64 years,Male,2012,9.0,67.9,59.9
30596,1st_category_group,Financial institutions,55 to 64 years,Male,2013,9.0,68.9,60.0
30597,1st_category_group,Financial institutions,55 to 64 years,Male,2014,10.0,81.5,62.0
30598,1st_category_group,Financial institutions,55 to 64 years,Male,2015,9.9,68.1,60.0
30599,1st_category_group,Financial institutions,55 to 64 years,Male,2016,10.5,68.9,61.5
30600,1st_category_group,Financial institutions,55 to 64 years,Male,2017,10.3,74.8,63.6
30601,1st_category_group,Financial institutions,55 to 64 years,Male,2018,12.0,71.0,64.5
30602,1st_category_group,Financial institutions,55 to 64 years,Male,2019,12.9,72.8,65.7
30603,1st_category_group,Financial institutions,55 to 64 years,Male,2020,13.7,72.6,65.9
30608,1st_category_group,Financial institutions,55 to 64 years,Female,2011,2.2,31.6,25.0
30609,1st_category_group,Financial institutions,55 to 64 years,Female,2012,2.1,33.0,26.0
30610,1st_category_group,Financial institutions,55 to 64 years,Female,2013,2.0,34.4,26.5
30611,1st_category_group,Financial institutions,55 to 64 years,Female,2014,2.1,40.2,28.6
30612,1st_category_group,Financial institutions,55 to 64 years,Female,2015,2.1,36.8,29.2
30613,1st_category_group,Financial institutions,55 to 64 years,Female,2016,2.1,37.0,30.0
30614,1st_category_group,Financial institutions,55 to 64 years,Female,2017,2.2,40.9,30.7
30615,1st_category_group,Financial institutions,55 to 64 years,Female,2018,2.4,39.3,31.1
30616,1st_category_group,Financial institutions,55 to 64 years,Female,2019,2.4,42.0,33.4
30617,1st_category_group,Financial institutions,55 to 64 years,Female,2020,2.6,43.5,35.0
30636,1st_category_group,Financial institutions,65 to 74 years,Male,2011,1.9,73.3,60.8
30637,1st_category_group,Financial institutions,65 to 74 years,Male,2012,2.1,74.4,62.8
30638,1st_category_group,Financial institutions,65 to 74 years,Male,2013,2.1,74.4,62.5
30639,1st_category_group,Financial institutions,65 to 74 years,Male,2014,2.3,84.9,64.6
30640,1st_category_group,Financial institutions,65 to 74 years,Male,2015,2.3,78.1,65.4
30641,1st_category_group,Financial institutions,65 to 74 years,Male,2016,2.4,78.7,66.5
30642,1st_category_group,Financial institutions,65 to 74 years,Male,2017,2.0,102.1,69.1
30643,1st_category_group,Financial institutions,65 to 74 years,Male,2018,2.4,76.6,64.8
30644,1st_category_group,Financial institutions,65 to 74 years,Male,2019,2.7,77.4,66.6
30645,1st_category_group,Financial institutions,65 to 74 years,Male,2020,2.8,78.8,66.1
30650,1st_category_group,Financial institutions,65 to 74 years,Female,2011,0.4,43.4,36.7
30651,1st_category_group,Financial institutions,65 to 74 years,Female,2012,0.5,42.4,36.7
30652,1st_category_group,Financial institutions,65 to 74 years,Female,2013,0.5,42.8,35.3
30653,1st_category_group,Financial institutions,65 to 74 years,Female,2014,0.5,45.7,36.3
30654,1st_category_group,Financial institutions,65 to 74 years,Female,2015,0.6,43.7,36.1
30655,1st_category_group,Financial institutions,65 to 74 years,Female,2016,0.6,44.4,36.7
30656,1st_category_group,Financial institutions,65 to 74 years,Female,2017,0.5,52.4,37.4
30657,1st_category_group,Financial institutions,65 to 74 years,Female,2018,0.5,46.5,36.6
30658,1st_category_group,Financial institutions,65 to 74 years,Female,2019,0.6,46.3,37.4
31980,1st_category_group,"Renting, buying, selling real estates",75 years or older,Male,2011,0.1,57.8,41.9
31981,1st_category_group,"Renting, buying, selling real estates",75 years or older,Male,2012,0.2,51.3,35.2
31982,1st_category_group,"Renting, buying, selling real estates",75 years or older,Male,2013,0.2,55.3,41.8
31983,1st_category_group,"Renting, buying, selling real estates",75 years or older,Male,2014,0.2,60.5,41.4
31984,1st_category_group,"Renting, buying, selling real estates",75 years or older,Male,2015,0.2,50.7,41.8
31985,1st_category_group,"Renting, buying, selling real estates",75 years or older,Male,2016,0.2,58.5,46.0
31986,1st_category_group,"Renting, buying, selling real estates",75 years or older,Male,2017,0.2,61.0,42.3
31987,1st_category_group,"Renting, buying, selling real estates",75 years or older,Male,2018,0.2,59.0,44.6
31988,1st_category_group,"Renting, buying, selling real estates",75 years or older,Male,2019,0.2,63.4,46.3
32064,1st_category_group,"Renting, buying, selling real estates",25 to 34 years,Male,2011,0.8,40.8,39.2
32065,1st_category_group,"Renting, buying, selling real estates",25 to 34 years,Male,2012,0.8,41.3,39.8
32066,1st_category_group,"Renting, buying, selling real estates",25 to 34 years,Male,2013,0.7,42.1,39.0
32067,1st_category_group,"Renting, buying, selling real estates",25 to 34 years,Male,2014,0.7,47.9,44.0
32068,1st_category_group,"Renting, buying, selling real estates",25 to 34 years,Male,2015,0.7,53.2,44.8
32069,1st_category_group,"Renting, buying, selling real estates",25 to 34 years,Male,2016,0.7,55.8,45.1
32070,1st_category_group,"Renting, buying, selling real estates",25 to 34 years,Male,2017,0.7,58.2,48.1
32071,1st_category_group,"Renting, buying, selling real estates",25 to 34 years,Male,2018,0.7,56.5,49.4
32072,1st_category_group,"Renting, buying, selling real estates",25 to 34 years,Male,2019,0.7,56.0,48.4
32078,1st_category_group,"Renting, buying, selling real estates",25 to 34 years,Female,2011,0.3,27.9,23.6
32079,1st_category_group,"Renting, buying, selling real estates",25 to 34 years,Female,2012,0.2,29.8,25.6
32080,1st_category_group,"Renting, buying, selling real estates",25 to 34 years,Female,2013,0.2,31.3,24.9
32081,1st_category_group,"Renting, buying, selling real estates",25 to 34 years,Female,2014,0.2,33.9,26.6
32082,1st_category_group,"Renting, buying, selling real estates",25 to 34 years,Female,2015,0.2,36.4,25.8
32083,1st_category_group,"Renting, buying, selling real estates",25 to 34 years,Female,2016,0.2,38.9,29.2
32084,1st_category_group,"Renting, buying, selling real estates",25 to 34 years,Female,2017,0.3,40.3,32.6
32085,1st_category_group,"Renting, buying, selling real estates",25 to 34 years,Female,2018,0.3,39.9,34.0
32086,1st_category_group,"Renting, buying, selling real estates",25 to 34 years,Female,2019,0.3,43.8,37.8
32106,1st_category_group,"Renting, buying, selling real estates",35 to 44 years,Male,2011,2.3,54.1,48.0
32107,1st_category_group,"Renting, buying, selling real estates",35 to 44 years,Male,2012,2.2,52.4,47.5
32108,1st_category_group,"Renting, buying, selling real estates",35 to 44 years,Male,2013,2.1,53.8,46.8
32109,1st_category_group,"Renting, buying, selling real estates",35 to 44 years,Male,2014,2.0,58.7,54.0
32110,1st_category_group,"Renting, buying, selling real estates",35 to 44 years,Male,2015,2.0,64.4,57.6
32111,1st_category_group,"Renting, buying, selling real estates",35 to 44 years,Male,2016,1.9,69.1,61.8
32112,1st_category_group,"Renting, buying, selling real estates",35 to 44 years,Male,2017,1.9,74.0,65.8
32113,1st_category_group,"Renting, buying, selling real estates",35 to 44 years,Male,2018,1.9,73.6,66.3
32114,1st_category_group,"Renting, buying, selling real estates",35 to 44 years,Male,2019,1.9,74.3,65.7
32120,1st_category_group,"Renting, buying, selling real estates",35 to 44 years,Female,2011,0.9,31.8,23.7
32121,1st_category_group,"Renting, buying, selling real estates",35 to 44 years,Female,2012,0.9,29.7,22.3
32122,1st_category_group,"Renting, buying, selling real estates",35 to 44 years,Female,2013,0.9,30.0,22.1
32123,1st_category_group,"Renting, buying, selling real estates",35 to 44 years,Female,2014,0.8,35.2,27.8
32124,1st_category_group,"Renting, buying, selling real estates",35 to 44 years,Female,2015,0.8,40.6,32.8
32125,1st_category_group,"Renting, buying, selling real estates",35 to 44 years,Female,2016,0.7,43.2,36.2
32126,1st_category_group,"Renting, buying, selling real estates",35 to 44 years,Female,2017,0.7,46.4,38.5
32127,1st_category_group,"Renting, buying, selling real estates",35 to 44 years,Female,2018,0.7,46.4,39.6
32128,1st_category_group,"Renting, buying, selling real estates",35 to 44 years,Female,2019,0.7,52.2,44.5
32148,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Male,2011,2.6,55.2,47.3
32149,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Male,2012,2.6,55.7,48.1
32150,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Male,2013,2.6,54.7,46.8
32151,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Male,2014,2.5,58.4,51.6
32152,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Male,2015,2.6,64.2,55.2
32153,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Male,2016,2.7,67.1,60.0
32154,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Male,2017,2.7,71.7,62.3
32155,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Male,2018,2.8,71.3,63.1
32156,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Male,2019,2.9,73.3,63.5
32157,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Male,2020,3.0,74.5,65.0
32162,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Female,2011,1.1,30.9,23.3
32163,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Female,2012,1.1,31.4,23.1
32164,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Female,2013,1.1,29.9,22.3
32165,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Female,2014,1.0,33.1,26.6
32166,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Female,2015,1.0,36.5,29.2
32167,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Female,2016,1.1,43.6,35.2
32168,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Female,2017,1.1,45.3,37.0
32169,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Female,2018,1.2,46.2,37.5
32170,1st_category_group,"Renting, buying, selling real estates",45 to 54 years,Female,2019,1.3,46.4,38.9
32190,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Male,2011,2.2,52.6,43.1
32191,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Male,2012,2.2,52.4,42.9
32192,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Male,2013,2.1,50.5,40.8
32193,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Male,2014,2.1,53.3,45.3
32194,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Male,2015,2.1,56.6,47.2
32195,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Male,2016,2.1,60.2,50.8
32196,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Male,2017,2.1,62.0,51.0
32197,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Male,2018,2.4,64.8,54.2
32198,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Male,2019,2.7,66.8,53.1
32199,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Male,2020,2.9,65.8,53.5
32204,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Female,2011,0.9,27.4,19.2
32205,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Female,2012,0.9,28.8,19.3
32206,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Female,2013,0.9,26.7,19.4
32207,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Female,2014,0.8,30.2,21.5
32208,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Female,2015,0.8,31.1,23.5
32209,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Female,2016,0.8,35.2,26.4
32210,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Female,2017,0.9,37.7,27.4
32211,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Female,2018,0.9,36.5,27.0
32212,1st_category_group,"Renting, buying, selling real estates",55 to 64 years,Female,2019,1.0,40.1,28.5
32232,1st_category_group,"Renting, buying, selling real estates",65 to 74 years,Male,2011,0.6,74.0,55.3
32233,1st_category_group,"Renting, buying, selling real estates",65 to 74 years,Male,2012,0.6,68.0,54.5
32234,1st_category_group,"Renting, buying, selling real estates",65 to 74 years,Male,2013,0.7,71.2,52.7
32235,1st_category_group,"Renting, buying, selling real estates",65 to 74 years,Male,2014,0.6,72.9,54.7
32236,1st_category_group,"Renting, buying, selling real estates",65 to 74 years,Male,2015,0.7,74.4,57.1
32237,1st_category_group,"Renting, buying, selling real estates",65 to 74 years,Male,2016,0.6,74.3,57.6
32238,1st_category_group,"Renting, buying, selling real estates",65 to 74 years,Male,2017,0.7,78.9,58.1
32239,1st_category_group,"Renting, buying, selling real estates",65 to 74 years,Male,2018,0.8,68.7,55.8
32240,1st_category_group,"Renting, buying, selling real estates",65 to 74 years,Male,2019,0.9,73.2,56.1
32246,1st_category_group,"Renting, buying, selling real estates",65 to 74 years,Female,2011,0.2,41.2,31.3
32247,1st_category_group,"Renting, buying, selling real estates",65 to 74 years,Female,2012,0.2,39.2,32.6
32248,1st_category_group,"Renting, buying, selling real estates",65 to 74 years,Female,2013,0.2,41.0,29.2
32249,1st_category_group,"Renting, buying, selling real estates",65 to 74 years,Female,2014,0.2,41.4,29.6
32250,1st_category_group,"Renting, buying, selling real estates",65 to 74 years,Female,2015,0.3,46.3,31.4
32251,1st_category_group,"Renting, buying, selling real estates",65 to 74 years,Female,2016,0.3,47.5,34.8
32252,1st_category_group,"Renting, buying, selling real estates",65 to 74 years,Female,2017,0.3,44.8,34.8
32253,1st_category_group,"Renting, buying, selling real estates",65 to 74 years,Female,2018,0.3,52.5,33.6
32254,1st_category_group,"Renting, buying, selling real estates",65 to 74 years,Female,2019,0.4,43.4,32.8
33576,1st_category_group,Other specialised business services,75 years or older,Male,2011,0.3,50.8,34.1
33577,1st_category_group,Other specialised business services,75 years or older,Male,2012,0.3,48.4,34.5
33578,1st_category_group,Other specialised business services,75 years or older,Male,2013,0.3,47.0,34.3
33579,1st_category_group,Other specialised business services,75 years or older,Male,2014,0.3,52.7,36.7
33580,1st_category_group,Other specialised business services,75 years or older,Male,2015,0.4,53.0,36.4
33581,1st_category_group,Other specialised business services,75 years or older,Male,2016,0.4,51.6,37.8
33582,1st_category_group,Other specialised business services,75 years or older,Male,2017,0.4,69.1,36.8
33583,1st_category_group,Other specialised business services,75 years or older,Male,2018,0.5,72.2,36.9
33584,1st_category_group,Other specialised business services,75 years or older,Male,2019,0.6,65.6,41.4
33595,1st_category_group,Other specialised business services,75 years or older,Female,2016,0.1,28.8,21.7
33596,1st_category_group,Other specialised business services,75 years or older,Female,2017,0.1,44.4,26.8
33597,1st_category_group,Other specialised business services,75 years or older,Female,2018,0.2,34.7,23.7
33598,1st_category_group,Other specialised business services,75 years or older,Female,2019,0.2,33.5,26.3
33618,1st_category_group,Other specialised business services,Younger than 25 years,Male,2011,1.2,24.6,18.5
33619,1st_category_group,Other specialised business services,Younger than 25 years,Male,2012,1.3,22.0,17.5
33620,1st_category_group,Other specialised business services,Younger than 25 years,Male,2013,1.4,21.5,16.6
33621,1st_category_group,Other specialised business services,Younger than 25 years,Male,2014,1.4,23.3,17.6
33622,1st_category_group,Other specialised business services,Younger than 25 years,Male,2015,1.5,22.7,17.7
33623,1st_category_group,Other specialised business services,Younger than 25 years,Male,2016,1.6,24.6,18.8
33624,1st_category_group,Other specialised business services,Younger than 25 years,Male,2017,1.5,25.7,19.2
33625,1st_category_group,Other specialised business services,Younger than 25 years,Male,2018,1.7,26.0,20.0
33626,1st_category_group,Other specialised business services,Younger than 25 years,Male,2019,2.0,26.9,20.6
33632,1st_category_group,Other specialised business services,Younger than 25 years,Female,2011,0.7,20.2,14.4
33633,1st_category_group,Other specialised business services,Younger than 25 years,Female,2012,0.8,19.6,14.4
33634,1st_category_group,Other specialised business services,Younger than 25 years,Female,2013,0.9,18.7,14.0
33635,1st_category_group,Other specialised business services,Younger than 25 years,Female,2014,1.1,20.0,14.0
33636,1st_category_group,Other specialised business services,Younger than 25 years,Female,2015,1.2,21.1,13.8
33637,1st_category_group,Other specialised business services,Younger than 25 years,Female,2016,1.4,22.9,15.0
33638,1st_category_group,Other specialised business services,Younger than 25 years,Female,2017,1.3,23.1,15.1
33639,1st_category_group,Other specialised business services,Younger than 25 years,Female,2018,1.5,23.8,16.0
33640,1st_category_group,Other specialised business services,Younger than 25 years,Female,2019,1.7,24.9,17.8
33660,1st_category_group,Other specialised business services,25 to 34 years,Male,2011,11.3,43.0,37.1
33661,1st_category_group,Other specialised business services,25 to 34 years,Male,2012,11.7,41.8,35.0
33662,1st_category_group,Other specialised business services,25 to 34 years,Male,2013,12.1,40.3,33.2
33663,1st_category_group,Other specialised business services,25 to 34 years,Male,2014,12.5,40.2,33.0
33664,1st_category_group,Other specialised business services,25 to 34 years,Male,2015,13.2,42.3,35.0
33665,1st_category_group,Other specialised business services,25 to 34 years,Male,2016,13.1,43.9,36.4
33666,1st_category_group,Other specialised business services,25 to 34 years,Male,2017,13.0,45.5,37.8
33667,1st_category_group,Other specialised business services,25 to 34 years,Male,2018,13.6,48.0,40.4
33668,1st_category_group,Other specialised business services,25 to 34 years,Male,2019,14.7,50.5,42.8
33669,1st_category_group,Other specialised business services,25 to 34 years,Male,2020,14.4,51.0,42.6
33674,1st_category_group,Other specialised business services,25 to 34 years,Female,2011,7.2,29.5,21.2
33675,1st_category_group,Other specialised business services,25 to 34 years,Female,2012,7.7,28.3,20.4
