id,self_employment_type,branch,background,gender,period,self_empl_persons,avg_personal_income,avg_self_empl_income
33870,1st_category_group,Other specialised business services,Netherlands,Male,2011,86.8,62.2,53.8
33871,1st_category_group,Other specialised business services,Netherlands,Male,2012,90.2,61.4,53.1
33872,1st_category_group,Other specialised business services,Netherlands,Male,2013,92.1,61.3,52.2
33873,1st_category_group,Other specialised business services,Netherlands,Male,2014,94.5,61.2,52.1
33874,1st_category_group,Other specialised business services,Netherlands,Male,2015,99.0,62.1,53.3
33875,1st_category_group,Other specialised business services,Netherlands,Male,2016,100.6,63.7,55.4
33876,1st_category_group,Other specialised business services,Netherlands,Male,2017,100.1,66.7,56.9
33877,1st_category_group,Other specialised business services,Netherlands,Male,2018,105.2,67.4,59.1
33878,1st_category_group,Other specialised business services,Netherlands,Male,2019,109.7,68.8,60.5
33879,1st_category_group,Other specialised business services,Netherlands,Male,2020,108.9,67.9,58.4
33884,1st_category_group,Other specialised business services,Netherlands,Female,2011,42.7,35.5,26.4
33885,1st_category_group,Other specialised business services,Netherlands,Female,2012,44.7,35.5,25.9
33886,1st_category_group,Other specialised business services,Netherlands,Female,2013,45.7,35.2,25.2
33887,1st_category_group,Other specialised business services,Netherlands,Female,2014,47.5,36.0,26.1
33888,1st_category_group,Other specialised business services,Netherlands,Female,2015,50.5,37.3,27.1
33889,1st_category_group,Other specialised business services,Netherlands,Female,2016,51.8,39.4,29.0
33890,1st_category_group,Other specialised business services,Netherlands,Female,2017,53.3,40.8,30.0
33891,1st_category_group,Other specialised business services,Netherlands,Female,2018,56.1,43.0,32.1
33892,1st_category_group,Other specialised business services,Netherlands,Female,2019,58.9,44.6,33.8
33893,1st_category_group,Other specialised business services,Netherlands,Female,2020,58.4,44.4,32.2
33912,1st_category_group,Other specialised business services,Western,Male,2011,10.0,58.2,45.9
33913,1st_category_group,Other specialised business services,Western,Male,2012,10.4,57.4,45.1
33914,1st_category_group,Other specialised business services,Western,Male,2013,10.6,57.1,44.0
33915,1st_category_group,Other specialised business services,Western,Male,2014,11.0,57.3,44.3
33916,1st_category_group,Other specialised business services,Western,Male,2015,11.5,58.4,46.2
33917,1st_category_group,Other specialised business services,Western,Male,2016,11.8,58.4,47.0
33918,1st_category_group,Other specialised business services,Western,Male,2017,11.9,60.3,47.5
33919,1st_category_group,Other specialised business services,Western,Male,2018,12.7,62.4,49.1
33920,1st_category_group,Other specialised business services,Western,Male,2019,13.6,62.1,49.9
33921,1st_category_group,Other specialised business services,Western,Male,2020,13.5,60.6,46.8
33926,1st_category_group,Other specialised business services,Western,Female,2011,7.2,32.0,22.1
33927,1st_category_group,Other specialised business services,Western,Female,2012,7.6,32.1,21.5
33928,1st_category_group,Other specialised business services,Western,Female,2013,7.8,31.2,21.1
33929,1st_category_group,Other specialised business services,Western,Female,2014,8.3,31.9,21.6
33930,1st_category_group,Other specialised business services,Western,Female,2015,8.9,33.4,22.4
33931,1st_category_group,Other specialised business services,Western,Female,2016,9.2,35.5,24.2
33932,1st_category_group,Other specialised business services,Western,Female,2017,9.7,35.5,24.6
33933,1st_category_group,Other specialised business services,Western,Female,2018,10.3,37.3,25.2
33934,1st_category_group,Other specialised business services,Western,Female,2019,11.2,38.8,26.4
33935,1st_category_group,Other specialised business services,Western,Female,2020,11.1,37.3,24.9
33954,1st_category_group,Other specialised business services,Non-western,Male,2011,4.3,45.6,36.0
33955,1st_category_group,Other specialised business services,Non-western,Male,2012,4.6,44.7,34.6
33956,1st_category_group,Other specialised business services,Non-western,Male,2013,4.8,43.5,34.0
33957,1st_category_group,Other specialised business services,Non-western,Male,2014,5.2,44.8,34.7
33958,1st_category_group,Other specialised business services,Non-western,Male,2015,5.8,46.2,36.2
33959,1st_category_group,Other specialised business services,Non-western,Male,2016,6.2,49.1,39.4
33960,1st_category_group,Other specialised business services,Non-western,Male,2017,6.6,50.4,39.6
33961,1st_category_group,Other specialised business services,Non-western,Male,2018,7.2,53.5,43.1
33962,1st_category_group,Other specialised business services,Non-western,Male,2019,8.3,55.5,44.5
33963,1st_category_group,Other specialised business services,Non-western,Male,2020,8.6,54.5,42.7
33968,1st_category_group,Other specialised business services,Non-western,Female,2011,2.4,30.7,20.9
33969,1st_category_group,Other specialised business services,Non-western,Female,2012,2.7,30.0,19.9
33970,1st_category_group,Other specialised business services,Non-western,Female,2013,2.9,30.0,19.7
33971,1st_category_group,Other specialised business services,Non-western,Female,2014,3.2,31.0,19.7
33972,1st_category_group,Other specialised business services,Non-western,Female,2015,3.7,32.5,21.7
33973,1st_category_group,Other specialised business services,Non-western,Female,2016,4.1,34.2,22.6
33974,1st_category_group,Other specialised business services,Non-western,Female,2017,4.4,33.6,23.6
33975,1st_category_group,Other specialised business services,Non-western,Female,2018,4.8,36.8,25.2
33976,1st_category_group,Other specialised business services,Non-western,Female,2019,5.5,38.8,27.0
33977,1st_category_group,Other specialised business services,Non-western,Female,2020,5.7,39.1,26.3
35466,1st_category_group,Renting and other business support,Netherlands,Male,2011,21.0,43.5,37.0
35467,1st_category_group,Renting and other business support,Netherlands,Male,2012,21.4,41.9,35.5
35468,1st_category_group,Renting and other business support,Netherlands,Male,2013,21.8,41.4,34.9
35469,1st_category_group,Renting and other business support,Netherlands,Male,2014,22.4,42.1,36.2
35470,1st_category_group,Renting and other business support,Netherlands,Male,2015,23.4,45.5,37.1
35471,1st_category_group,Renting and other business support,Netherlands,Male,2016,23.9,44.3,37.6
35472,1st_category_group,Renting and other business support,Netherlands,Male,2017,24.6,46.8,38.9
35473,1st_category_group,Renting and other business support,Netherlands,Male,2018,25.7,48.2,41.3
35474,1st_category_group,Renting and other business support,Netherlands,Male,2019,26.8,49.0,41.8
35475,1st_category_group,Renting and other business support,Netherlands,Male,2020,27.4,49.5,41.4
35480,1st_category_group,Renting and other business support,Netherlands,Female,2011,10.2,26.5,19.8
35481,1st_category_group,Renting and other business support,Netherlands,Female,2012,10.4,26.5,19.8
35482,1st_category_group,Renting and other business support,Netherlands,Female,2013,10.7,26.1,19.0
35483,1st_category_group,Renting and other business support,Netherlands,Female,2014,11.3,26.1,19.1
35484,1st_category_group,Renting and other business support,Netherlands,Female,2015,11.7,27.1,19.8
35485,1st_category_group,Renting and other business support,Netherlands,Female,2016,12.2,28.2,20.6
35486,1st_category_group,Renting and other business support,Netherlands,Female,2017,12.6,29.8,21.6
35487,1st_category_group,Renting and other business support,Netherlands,Female,2018,13.1,32.0,23.5
35488,1st_category_group,Renting and other business support,Netherlands,Female,2019,13.9,33.1,24.3
35489,1st_category_group,Renting and other business support,Netherlands,Female,2020,13.8,31.3,22.5
35508,1st_category_group,Renting and other business support,Western,Male,2011,2.3,37.7,28.8
35509,1st_category_group,Renting and other business support,Western,Male,2012,2.4,38.1,28.0
35510,1st_category_group,Renting and other business support,Western,Male,2013,2.4,35.1,26.0
35511,1st_category_group,Renting and other business support,Western,Male,2014,2.5,35.6,27.1
35512,1st_category_group,Renting and other business support,Western,Male,2015,2.6,38.2,28.5
35513,1st_category_group,Renting and other business support,Western,Male,2016,2.7,37.2,29.1
35514,1st_category_group,Renting and other business support,Western,Male,2017,2.8,39.5,30.1
35515,1st_category_group,Renting and other business support,Western,Male,2018,3.1,40.4,32.0
35516,1st_category_group,Renting and other business support,Western,Male,2019,3.3,41.2,33.0
35517,1st_category_group,Renting and other business support,Western,Male,2020,3.4,40.1,31.0
35522,1st_category_group,Renting and other business support,Western,Female,2011,2.0,22.3,13.7
35523,1st_category_group,Renting and other business support,Western,Female,2012,2.2,22.0,13.5
35524,1st_category_group,Renting and other business support,Western,Female,2013,2.3,21.0,13.3
35525,1st_category_group,Renting and other business support,Western,Female,2014,2.4,22.0,14.1
35526,1st_category_group,Renting and other business support,Western,Female,2015,2.5,22.3,14.7
35527,1st_category_group,Renting and other business support,Western,Female,2016,2.8,22.7,15.2
35528,1st_category_group,Renting and other business support,Western,Female,2017,2.9,23.9,15.9
35529,1st_category_group,Renting and other business support,Western,Female,2018,3.3,25.1,17.1
35530,1st_category_group,Renting and other business support,Western,Female,2019,3.6,26.2,18.0
35531,1st_category_group,Renting and other business support,Western,Female,2020,3.7,24.7,17.5
35550,1st_category_group,Renting and other business support,Non-western,Male,2011,2.6,36.9,30.5
35551,1st_category_group,Renting and other business support,Non-western,Male,2012,2.8,37.1,30.3
35552,1st_category_group,Renting and other business support,Non-western,Male,2013,2.9,33.2,27.5
35553,1st_category_group,Renting and other business support,Non-western,Male,2014,3.0,34.0,28.9
35554,1st_category_group,Renting and other business support,Non-western,Male,2015,3.1,36.6,30.2
35555,1st_category_group,Renting and other business support,Non-western,Male,2016,3.3,37.6,31.5
35556,1st_category_group,Renting and other business support,Non-western,Male,2017,3.7,39.9,33.6
35557,1st_category_group,Renting and other business support,Non-western,Male,2018,4.4,41.1,34.7
35558,1st_category_group,Renting and other business support,Non-western,Male,2019,5.4,41.9,35.0
35559,1st_category_group,Renting and other business support,Non-western,Male,2020,5.9,40.3,33.1
35564,1st_category_group,Renting and other business support,Non-western,Female,2011,1.0,26.4,20.4
35565,1st_category_group,Renting and other business support,Non-western,Female,2012,1.2,27.9,20.0
35566,1st_category_group,Renting and other business support,Non-western,Female,2013,1.2,26.0,19.2
35567,1st_category_group,Renting and other business support,Non-western,Female,2014,1.2,26.6,19.3
35568,1st_category_group,Renting and other business support,Non-western,Female,2015,1.4,26.5,19.2
35569,1st_category_group,Renting and other business support,Non-western,Female,2016,1.5,27.3,19.6
35570,1st_category_group,Renting and other business support,Non-western,Female,2017,1.6,28.6,20.9
35571,1st_category_group,Renting and other business support,Non-western,Female,2018,1.8,31.2,22.0
35572,1st_category_group,Renting and other business support,Non-western,Female,2019,2.1,31.7,22.1
37062,1st_category_group,Public administration and services,Netherlands,Male,2011,0.1,43.2,27.1
37063,1st_category_group,Public administration and services,Netherlands,Male,2012,0.1,37.0,19.7
37064,1st_category_group,Public administration and services,Netherlands,Male,2013,0.1,43.2,31.1
37065,1st_category_group,Public administration and services,Netherlands,Male,2014,0.1,30.5,13.2
37066,1st_category_group,Public administration and services,Netherlands,Male,2015,0.1,32.8,14.3
37067,1st_category_group,Public administration and services,Netherlands,Male,2016,0.2,35.8,15.7
37068,1st_category_group,Public administration and services,Netherlands,Male,2017,0.2,28.3,12.4
37069,1st_category_group,Public administration and services,Netherlands,Male,2018,0.2,33.4,13.9
37070,1st_category_group,Public administration and services,Netherlands,Male,2019,0.1,46.0,28.9
37076,1st_category_group,Public administration and services,Netherlands,Female,2011,0.4,7.5,0.4
37077,1st_category_group,Public administration and services,Netherlands,Female,2012,0.4,6.0,0.2
37078,1st_category_group,Public administration and services,Netherlands,Female,2013,0.2,9.9,2.5
37079,1st_category_group,Public administration and services,Netherlands,Female,2014,0.4,6.9,0.3
37080,1st_category_group,Public administration and services,Netherlands,Female,2015,0.4,5.3,0.2
37081,1st_category_group,Public administration and services,Netherlands,Female,2016,0.5,6.1,0.5
37082,1st_category_group,Public administration and services,Netherlands,Female,2017,0.5,7.2,0.4
37083,1st_category_group,Public administration and services,Netherlands,Female,2018,0.4,7.3,0.7
37084,1st_category_group,Public administration and services,Netherlands,Female,2019,0.4,8.0,0.4
38658,1st_category_group,Education,Netherlands,Male,2011,9.9,38.6,30.9
38659,1st_category_group,Education,Netherlands,Male,2012,10.5,38.3,30.8
38660,1st_category_group,Education,Netherlands,Male,2013,11.1,36.1,28.2
38661,1st_category_group,Education,Netherlands,Male,2014,11.9,36.3,28.2
38662,1st_category_group,Education,Netherlands,Male,2015,12.8,37.2,29.2
38663,1st_category_group,Education,Netherlands,Male,2016,13.5,38.5,30.7
38664,1st_category_group,Education,Netherlands,Male,2017,14.1,39.4,31.1
38665,1st_category_group,Education,Netherlands,Male,2018,14.9,40.7,32.6
38666,1st_category_group,Education,Netherlands,Male,2019,15.6,41.9,33.6
38667,1st_category_group,Education,Netherlands,Male,2020,15.6,40.0,32.8
38672,1st_category_group,Education,Netherlands,Female,2011,11.2,22.8,15.8
38673,1st_category_group,Education,Netherlands,Female,2012,12.0,22.6,15.9
38674,1st_category_group,Education,Netherlands,Female,2013,12.8,21.9,15.3
38675,1st_category_group,Education,Netherlands,Female,2014,14.1,21.7,14.9
38676,1st_category_group,Education,Netherlands,Female,2015,15.3,22.7,15.8
38677,1st_category_group,Education,Netherlands,Female,2016,16.6,23.9,16.6
38678,1st_category_group,Education,Netherlands,Female,2017,17.6,24.6,17.3
38679,1st_category_group,Education,Netherlands,Female,2018,19.0,25.8,18.1
38680,1st_category_group,Education,Netherlands,Female,2019,20.4,27.1,19.2
38681,1st_category_group,Education,Netherlands,Female,2020,20.2,26.1,18.7
38700,1st_category_group,Education,Western,Male,2011,1.4,31.9,23.9
38701,1st_category_group,Education,Western,Male,2012,1.5,31.2,23.7
38702,1st_category_group,Education,Western,Male,2013,1.6,29.4,22.4
38703,1st_category_group,Education,Western,Male,2014,1.7,29.5,21.2
38704,1st_category_group,Education,Western,Male,2015,1.9,30.8,22.0
38705,1st_category_group,Education,Western,Male,2016,2.0,31.9,23.4
38706,1st_category_group,Education,Western,Male,2017,2.1,33.0,23.7
38707,1st_category_group,Education,Western,Male,2018,2.3,33.2,25.0
38708,1st_category_group,Education,Western,Male,2019,2.5,34.2,25.6
38714,1st_category_group,Education,Western,Female,2011,2.0,19.0,12.8
38715,1st_category_group,Education,Western,Female,2012,2.2,18.6,12.6
38716,1st_category_group,Education,Western,Female,2013,2.3,18.1,12.9
38717,1st_category_group,Education,Western,Female,2014,2.6,18.2,12.4
38718,1st_category_group,Education,Western,Female,2015,2.9,18.6,12.6
38719,1st_category_group,Education,Western,Female,2016,3.2,19.0,13.2
38720,1st_category_group,Education,Western,Female,2017,3.5,19.3,13.5
38721,1st_category_group,Education,Western,Female,2018,3.8,20.5,14.3
38722,1st_category_group,Education,Western,Female,2019,4.2,21.4,15.1
38723,1st_category_group,Education,Western,Female,2020,4.3,19.8,14.5
38742,1st_category_group,Education,Non-western,Male,2011,1.7,22.1,18.6
38743,1st_category_group,Education,Non-western,Male,2012,1.9,22.7,18.5
38744,1st_category_group,Education,Non-western,Male,2013,2.1,21.1,16.9
38745,1st_category_group,Education,Non-western,Male,2014,2.2,20.7,16.6
38746,1st_category_group,Education,Non-western,Male,2015,2.3,21.7,17.4
38747,1st_category_group,Education,Non-western,Male,2016,2.5,23.9,18.9
38748,1st_category_group,Education,Non-western,Male,2017,2.6,24.9,19.9
38749,1st_category_group,Education,Non-western,Male,2018,2.9,27.4,22.0
38750,1st_category_group,Education,Non-western,Male,2019,3.2,29.1,23.3
38751,1st_category_group,Education,Non-western,Male,2020,3.3,30.3,24.9
38756,1st_category_group,Education,Non-western,Female,2011,0.8,15.4,10.9
38757,1st_category_group,Education,Non-western,Female,2012,0.9,16.0,11.4
38758,1st_category_group,Education,Non-western,Female,2013,1.0,14.7,10.6
38759,1st_category_group,Education,Non-western,Female,2014,1.2,14.6,9.9
38760,1st_category_group,Education,Non-western,Female,2015,1.3,15.0,10.3
38761,1st_category_group,Education,Non-western,Female,2016,1.5,16.3,11.6
38762,1st_category_group,Education,Non-western,Female,2017,1.7,18.5,12.0
38763,1st_category_group,Education,Non-western,Female,2018,1.9,18.2,12.9
38764,1st_category_group,Education,Non-western,Female,2019,2.1,19.5,13.5
40254,1st_category_group,Health and social work activities,Netherlands,Male,2011,23.2,108.9,91.9
40255,1st_category_group,Health and social work activities,Netherlands,Male,2012,23.5,105.4,88.0
40256,1st_category_group,Health and social work activities,Netherlands,Male,2013,24.0,101.3,83.9
40257,1st_category_group,Health and social work activities,Netherlands,Male,2014,24.3,102.8,84.7
40258,1st_category_group,Health and social work activities,Netherlands,Male,2015,24.3,95.1,83.2
40259,1st_category_group,Health and social work activities,Netherlands,Male,2016,24.6,95.4,84.0
40260,1st_category_group,Health and social work activities,Netherlands,Male,2017,24.5,95.9,83.2
40261,1st_category_group,Health and social work activities,Netherlands,Male,2018,25.1,95.0,82.7
40262,1st_category_group,Health and social work activities,Netherlands,Male,2019,25.6,97.3,83.7
40263,1st_category_group,Health and social work activities,Netherlands,Male,2020,25.5,95.8,81.1
40268,1st_category_group,Health and social work activities,Netherlands,Female,2011,62.1,31.0,18.0
40269,1st_category_group,Health and social work activities,Netherlands,Female,2012,64.0,31.3,18.4
40270,1st_category_group,Health and social work activities,Netherlands,Female,2013,69.8,30.1,17.3
40271,1st_category_group,Health and social work activities,Netherlands,Female,2014,73.0,30.5,17.3
40272,1st_category_group,Health and social work activities,Netherlands,Female,2015,74.7,30.6,18.0
40273,1st_category_group,Health and social work activities,Netherlands,Female,2016,76.0,32.7,20.2
40274,1st_category_group,Health and social work activities,Netherlands,Female,2017,76.8,34.9,22.3
40275,1st_category_group,Health and social work activities,Netherlands,Female,2018,77.0,37.4,24.9
40276,1st_category_group,Health and social work activities,Netherlands,Female,2019,76.8,40.9,28.2
40277,1st_category_group,Health and social work activities,Netherlands,Female,2020,74.9,42.7,30.3
40296,1st_category_group,Health and social work activities,Western,Male,2011,3.7,116.2,98.5
40297,1st_category_group,Health and social work activities,Western,Male,2012,3.7,111.2,95.1
40298,1st_category_group,Health and social work activities,Western,Male,2013,3.7,107.0,89.8
40299,1st_category_group,Health and social work activities,Western,Male,2014,3.8,108.9,90.8
40300,1st_category_group,Health and social work activities,Western,Male,2015,3.8,97.3,86.7
40301,1st_category_group,Health and social work activities,Western,Male,2016,3.8,96.8,87.0
40302,1st_category_group,Health and social work activities,Western,Male,2017,3.8,96.9,86.1
40303,1st_category_group,Health and social work activities,Western,Male,2018,3.9,97.1,86.2
40304,1st_category_group,Health and social work activities,Western,Male,2019,4.0,98.4,86.9
40305,1st_category_group,Health and social work activities,Western,Male,2020,4.0,95.9,82.1
40310,1st_category_group,Health and social work activities,Western,Female,2011,6.9,37.5,22.2
40311,1st_category_group,Health and social work activities,Western,Female,2012,7.3,37.8,22.3
40312,1st_category_group,Health and social work activities,Western,Female,2013,7.8,35.6,20.4
40313,1st_category_group,Health and social work activities,Western,Female,2014,8.3,36.4,20.2
40314,1st_category_group,Health and social work activities,Western,Female,2015,8.6,35.2,20.1
40315,1st_category_group,Health and social work activities,Western,Female,2016,8.7,37.3,21.9
40316,1st_category_group,Health and social work activities,Western,Female,2017,8.9,38.6,23.9
40317,1st_category_group,Health and social work activities,Western,Female,2018,9.0,40.9,26.3
40318,1st_category_group,Health and social work activities,Western,Female,2019,9.2,44.2,29.3
40319,1st_category_group,Health and social work activities,Western,Female,2020,9.0,45.7,31.4
40338,1st_category_group,Health and social work activities,Non-western,Male,2011,1.9,97.3,78.1
40339,1st_category_group,Health and social work activities,Non-western,Male,2012,2.1,93.6,71.5
40340,1st_category_group,Health and social work activities,Non-western,Male,2013,2.4,80.5,55.8
40341,1st_category_group,Health and social work activities,Non-western,Male,2014,2.6,81.3,55.3
40342,1st_category_group,Health and social work activities,Non-western,Male,2015,2.8,76.4,57.0
40343,1st_category_group,Health and social work activities,Non-western,Male,2016,3.1,77.4,58.3
40344,1st_category_group,Health and social work activities,Non-western,Male,2017,3.5,77.8,59.9
40345,1st_category_group,Health and social work activities,Non-western,Male,2018,4.1,77.1,60.0
40346,1st_category_group,Health and social work activities,Non-western,Male,2019,4.8,79.3,63.2
40347,1st_category_group,Health and social work activities,Non-western,Male,2020,5.2,75.6,58.5
40352,1st_category_group,Health and social work activities,Non-western,Female,2011,4.6,36.8,23.2
40353,1st_category_group,Health and social work activities,Non-western,Female,2012,5.2,36.2,23.6
40354,1st_category_group,Health and social work activities,Non-western,Female,2013,6.5,32.9,21.1
40355,1st_category_group,Health and social work activities,Non-western,Female,2014,7.2,32.9,20.8
40356,1st_category_group,Health and social work activities,Non-western,Female,2015,7.6,33.2,21.3
40357,1st_category_group,Health and social work activities,Non-western,Female,2016,8.3,35.2,24.2
40358,1st_category_group,Health and social work activities,Non-western,Female,2017,9.2,38.4,27.3
40359,1st_category_group,Health and social work activities,Non-western,Female,2018,10.2,41.7,31.6
40360,1st_category_group,Health and social work activities,Non-western,Female,2019,11.6,44.8,35.6
40361,1st_category_group,Health and social work activities,Non-western,Female,2020,12.2,49.1,35.8
41850,1st_category_group,"Culture, sports and recreation",Netherlands,Male,2011,17.4,29.8,21.9
41851,1st_category_group,"Culture, sports and recreation",Netherlands,Male,2012,18.0,30.7,21.9
41852,1st_category_group,"Culture, sports and recreation",Netherlands,Male,2013,18.6,29.3,20.9
41853,1st_category_group,"Culture, sports and recreation",Netherlands,Male,2014,19.5,30.3,21.7
41854,1st_category_group,"Culture, sports and recreation",Netherlands,Male,2015,20.5,31.2,22.7
41855,1st_category_group,"Culture, sports and recreation",Netherlands,Male,2016,21.1,32.7,24.0
41856,1st_category_group,"Culture, sports and recreation",Netherlands,Male,2017,21.7,33.2,24.9
41857,1st_category_group,"Culture, sports and recreation",Netherlands,Male,2018,22.2,34.8,26.5
41858,1st_category_group,"Culture, sports and recreation",Netherlands,Male,2019,23.2,35.1,26.8
41859,1st_category_group,"Culture, sports and recreation",Netherlands,Male,2020,21.7,31.9,24.0
41864,1st_category_group,"Culture, sports and recreation",Netherlands,Female,2011,13.8,19.7,14.5
41865,1st_category_group,"Culture, sports and recreation",Netherlands,Female,2012,14.5,20.3,14.8
41866,1st_category_group,"Culture, sports and recreation",Netherlands,Female,2013,15.1,19.5,14.4
41867,1st_category_group,"Culture, sports and recreation",Netherlands,Female,2014,15.9,20.1,15.1
41868,1st_category_group,"Culture, sports and recreation",Netherlands,Female,2015,16.9,20.7,15.6
41869,1st_category_group,"Culture, sports and recreation",Netherlands,Female,2016,17.4,21.8,16.2
41870,1st_category_group,"Culture, sports and recreation",Netherlands,Female,2017,18.0,22.5,16.9
41871,1st_category_group,"Culture, sports and recreation",Netherlands,Female,2018,18.7,24.1,18.0
41872,1st_category_group,"Culture, sports and recreation",Netherlands,Female,2019,19.9,24.4,18.4
41873,1st_category_group,"Culture, sports and recreation",Netherlands,Female,2020,18.7,23.5,18.0
41892,1st_category_group,"Culture, sports and recreation",Western,Male,2011,3.0,24.2,16.6
41893,1st_category_group,"Culture, sports and recreation",Western,Male,2012,3.1,25.3,16.4
41894,1st_category_group,"Culture, sports and recreation",Western,Male,2013,3.3,23.9,15.8
41895,1st_category_group,"Culture, sports and recreation",Western,Male,2014,3.4,24.7,16.6
41896,1st_category_group,"Culture, sports and recreation",Western,Male,2015,3.7,26.1,17.4
41897,1st_category_group,"Culture, sports and recreation",Western,Male,2016,3.7,27.5,18.5
41898,1st_category_group,"Culture, sports and recreation",Western,Male,2017,3.9,27.6,18.7
41899,1st_category_group,"Culture, sports and recreation",Western,Male,2018,4.1,28.2,19.7
41900,1st_category_group,"Culture, sports and recreation",Western,Male,2019,4.4,28.1,19.8
41901,1st_category_group,"Culture, sports and recreation",Western,Male,2020,4.1,26.3,19.0
41906,1st_category_group,"Culture, sports and recreation",Western,Female,2011,2.9,17.0,13.0
41907,1st_category_group,"Culture, sports and recreation",Western,Female,2012,3.0,17.5,12.9
41908,1st_category_group,"Culture, sports and recreation",Western,Female,2013,3.2,16.3,12.1
41909,1st_category_group,"Culture, sports and recreation",Western,Female,2014,3.4,17.1,13.3
41910,1st_category_group,"Culture, sports and recreation",Western,Female,2015,3.6,17.6,13.2
41911,1st_category_group,"Culture, sports and recreation",Western,Female,2016,3.7,18.5,14.0
41912,1st_category_group,"Culture, sports and recreation",Western,Female,2017,3.9,19.5,14.4
41913,1st_category_group,"Culture, sports and recreation",Western,Female,2018,4.1,20.3,15.1
41914,1st_category_group,"Culture, sports and recreation",Western,Female,2019,4.5,20.6,15.4
41915,1st_category_group,"Culture, sports and recreation",Western,Female,2020,4.3,20.1,15.2
41934,1st_category_group,"Culture, sports and recreation",Non-western,Male,2011,1.2,25.2,16.0
41935,1st_category_group,"Culture, sports and recreation",Non-western,Male,2012,1.3,25.3,15.5
41936,1st_category_group,"Culture, sports and recreation",Non-western,Male,2013,1.4,22.6,14.5
41937,1st_category_group,"Culture, sports and recreation",Non-western,Male,2014,1.5,23.8,15.2
41938,1st_category_group,"Culture, sports and recreation",Non-western,Male,2015,1.7,24.5,16.3
41939,1st_category_group,"Culture, sports and recreation",Non-western,Male,2016,1.9,26.7,17.9
41940,1st_category_group,"Culture, sports and recreation",Non-western,Male,2017,2.0,27.2,18.2
41941,1st_category_group,"Culture, sports and recreation",Non-western,Male,2018,2.2,29.3,19.9
41942,1st_category_group,"Culture, sports and recreation",Non-western,Male,2019,2.4,29.2,20.3
41948,1st_category_group,"Culture, sports and recreation",Non-western,Female,2011,0.8,17.0,12.5
41949,1st_category_group,"Culture, sports and recreation",Non-western,Female,2012,0.8,17.2,13.5
41950,1st_category_group,"Culture, sports and recreation",Non-western,Female,2013,0.9,16.0,12.1
41951,1st_category_group,"Culture, sports and recreation",Non-western,Female,2014,1.0,17.5,12.6
41952,1st_category_group,"Culture, sports and recreation",Non-western,Female,2015,1.1,17.1,13.0
41953,1st_category_group,"Culture, sports and recreation",Non-western,Female,2016,1.2,18.9,13.6
41954,1st_category_group,"Culture, sports and recreation",Non-western,Female,2017,1.3,19.0,14.2
41955,1st_category_group,"Culture, sports and recreation",Non-western,Female,2018,1.4,21.3,15.3
41956,1st_category_group,"Culture, sports and recreation",Non-western,Female,2019,1.6,21.8,15.8
43446,1st_category_group,Other service activities,Netherlands,Male,2011,11.6,37.0,32.5
43447,1st_category_group,Other service activities,Netherlands,Male,2012,11.7,36.8,31.9
43448,1st_category_group,Other service activities,Netherlands,Male,2013,11.6,36.8,31.8
43449,1st_category_group,Other service activities,Netherlands,Male,2014,11.3,37.5,32.2
43450,1st_category_group,Other service activities,Netherlands,Male,2015,11.5,38.7,32.8
43451,1st_category_group,Other service activities,Netherlands,Male,2016,11.5,39.7,34.1
43452,1st_category_group,Other service activities,Netherlands,Male,2017,11.6,41.4,35.2
43453,1st_category_group,Other service activities,Netherlands,Male,2018,11.7,42.0,35.8
43454,1st_category_group,Other service activities,Netherlands,Male,2019,11.6,42.9,36.0
43455,1st_category_group,Other service activities,Netherlands,Male,2020,11.3,40.7,34.5
43460,1st_category_group,Other service activities,Netherlands,Female,2011,33.9,15.6,11.8
43461,1st_category_group,Other service activities,Netherlands,Female,2012,35.0,15.4,11.8
43462,1st_category_group,Other service activities,Netherlands,Female,2013,36.3,15.2,11.7
43463,1st_category_group,Other service activities,Netherlands,Female,2014,38.1,15.5,11.9
43464,1st_category_group,Other service activities,Netherlands,Female,2015,40.0,15.9,12.1
43465,1st_category_group,Other service activities,Netherlands,Female,2016,41.5,16.5,12.5
43466,1st_category_group,Other service activities,Netherlands,Female,2017,42.8,17.3,13.1
43467,1st_category_group,Other service activities,Netherlands,Female,2018,43.8,18.1,13.8
43468,1st_category_group,Other service activities,Netherlands,Female,2019,45.1,19.0,14.7
43469,1st_category_group,Other service activities,Netherlands,Female,2020,44.5,18.8,14.9
43488,1st_category_group,Other service activities,Western,Male,2011,1.5,28.1,22.4
43489,1st_category_group,Other service activities,Western,Male,2012,1.5,27.9,22.6
43490,1st_category_group,Other service activities,Western,Male,2013,1.5,27.1,21.7
43491,1st_category_group,Other service activities,Western,Male,2014,1.4,27.9,22.1
43492,1st_category_group,Other service activities,Western,Male,2015,1.4,30.2,22.5
43493,1st_category_group,Other service activities,Western,Male,2016,1.5,30.9,23.3
43494,1st_category_group,Other service activities,Western,Male,2017,1.5,31.5,23.3
43495,1st_category_group,Other service activities,Western,Male,2018,1.6,32.5,24.6
43496,1st_category_group,Other service activities,Western,Male,2019,1.7,33.5,25.3
43502,1st_category_group,Other service activities,Western,Female,2011,3.8,13.3,9.7
43503,1st_category_group,Other service activities,Western,Female,2012,4.0,13.1,9.7
43504,1st_category_group,Other service activities,Western,Female,2013,4.1,12.9,9.6
