id,self_employment_type,branch,position_in_household,gender,period,self_empl_persons,avg_personal_income,avg_self_empl_income
40480,1st_category_group,Health and social work activities,Main earner with partner,Female,2013,14.3,71.0,56.3
40481,1st_category_group,Health and social work activities,Main earner with partner,Female,2014,15.1,73.1,57.9
40482,1st_category_group,Health and social work activities,Main earner with partner,Female,2015,15.7,70.9,59.5
40483,1st_category_group,Health and social work activities,Main earner with partner,Female,2016,17.1,72.2,60.7
40484,1st_category_group,Health and social work activities,Main earner with partner,Female,2017,18.5,73.7,61.5
40485,1st_category_group,Health and social work activities,Main earner with partner,Female,2018,19.8,75.7,63.6
40486,1st_category_group,Health and social work activities,Main earner with partner,Female,2019,21.4,79.1,66.7
40487,1st_category_group,Health and social work activities,Main earner with partner,Female,2020,21.9,81.9,66.7
40506,1st_category_group,Health and social work activities,Partner of main earnerr,Male,2011,3.5,40.5,28.6
40507,1st_category_group,Health and social work activities,Partner of main earnerr,Male,2012,3.8,39.1,26.7
40508,1st_category_group,Health and social work activities,Partner of main earnerr,Male,2013,4.3,36.9,24.8
40509,1st_category_group,Health and social work activities,Partner of main earnerr,Male,2014,4.4,38.3,24.9
40510,1st_category_group,Health and social work activities,Partner of main earnerr,Male,2015,4.8,39.2,27.2
40511,1st_category_group,Health and social work activities,Partner of main earnerr,Male,2016,4.9,41.0,28.6
40512,1st_category_group,Health and social work activities,Partner of main earnerr,Male,2017,5.1,42.7,30.3
40513,1st_category_group,Health and social work activities,Partner of main earnerr,Male,2018,5.3,42.9,31.0
40514,1st_category_group,Health and social work activities,Partner of main earnerr,Male,2019,5.4,46.4,34.7
40515,1st_category_group,Health and social work activities,Partner of main earnerr,Male,2020,5.9,44.9,33.3
40520,1st_category_group,Health and social work activities,Partner of main earnerr,Female,2011,49.4,19.1,11.2
40521,1st_category_group,Health and social work activities,Partner of main earnerr,Female,2012,50.2,19.0,11.5
40522,1st_category_group,Health and social work activities,Partner of main earnerr,Female,2013,55.3,18.5,11.2
40523,1st_category_group,Health and social work activities,Partner of main earnerr,Female,2014,57.5,18.5,11.2
40524,1st_category_group,Health and social work activities,Partner of main earnerr,Female,2015,58.2,18.9,11.5
40525,1st_category_group,Health and social work activities,Partner of main earnerr,Female,2016,57.4,20.2,12.9
40526,1st_category_group,Health and social work activities,Partner of main earnerr,Female,2017,56.9,21.7,14.5
40527,1st_category_group,Health and social work activities,Partner of main earnerr,Female,2018,56.0,23.4,16.5
40528,1st_category_group,Health and social work activities,Partner of main earnerr,Female,2019,54.7,25.5,18.7
40529,1st_category_group,Health and social work activities,Partner of main earnerr,Female,2020,52.7,26.6,19.5
40590,1st_category_group,Health and social work activities,Child of age,Male,2011,0.3,45.4,31.7
40591,1st_category_group,Health and social work activities,Child of age,Male,2012,0.4,38.7,23.6
40592,1st_category_group,Health and social work activities,Child of age,Male,2013,0.6,30.4,19.3
40593,1st_category_group,Health and social work activities,Child of age,Male,2014,0.6,29.1,17.9
40594,1st_category_group,Health and social work activities,Child of age,Male,2015,0.6,31.7,19.5
40595,1st_category_group,Health and social work activities,Child of age,Male,2016,0.8,32.3,20.3
40596,1st_category_group,Health and social work activities,Child of age,Male,2017,0.8,35.7,24.8
40597,1st_category_group,Health and social work activities,Child of age,Male,2018,0.9,37.2,29.2
40598,1st_category_group,Health and social work activities,Child of age,Male,2019,1.0,41.3,32.9
40604,1st_category_group,Health and social work activities,Child of age,Female,2011,0.9,26.9,20.4
40605,1st_category_group,Health and social work activities,Child of age,Female,2012,1.1,25.9,18.9
40606,1st_category_group,Health and social work activities,Child of age,Female,2013,1.5,22.3,16.8
40607,1st_category_group,Health and social work activities,Child of age,Female,2014,1.9,21.2,15.5
40608,1st_category_group,Health and social work activities,Child of age,Female,2015,2.1,21.4,15.7
40609,1st_category_group,Health and social work activities,Child of age,Female,2016,2.3,22.3,16.6
40610,1st_category_group,Health and social work activities,Child of age,Female,2017,2.3,25.0,18.9
40611,1st_category_group,Health and social work activities,Child of age,Female,2018,2.2,27.1,20.7
40612,1st_category_group,Health and social work activities,Child of age,Female,2019,2.3,30.8,23.9
40634,1st_category_group,Health and social work activities,Other member,Male,2013,0.2,25.2,17.9
40635,1st_category_group,Health and social work activities,Other member,Male,2014,0.1,25.1,18.7
40636,1st_category_group,Health and social work activities,Other member,Male,2015,0.2,26.2,17.0
40637,1st_category_group,Health and social work activities,Other member,Male,2016,0.2,33.5,25.7
40638,1st_category_group,Health and social work activities,Other member,Male,2017,0.2,34.1,24.4
40639,1st_category_group,Health and social work activities,Other member,Male,2018,0.2,38.1,31.6
40640,1st_category_group,Health and social work activities,Other member,Male,2019,0.3,38.1,30.6
40646,1st_category_group,Health and social work activities,Other member,Female,2011,0.5,17.5,12.2
40647,1st_category_group,Health and social work activities,Other member,Female,2012,0.5,19.0,13.8
40648,1st_category_group,Health and social work activities,Other member,Female,2013,0.6,18.5,13.1
40649,1st_category_group,Health and social work activities,Other member,Female,2014,0.6,19.1,13.5
40650,1st_category_group,Health and social work activities,Other member,Female,2015,0.7,18.5,13.1
40651,1st_category_group,Health and social work activities,Other member,Female,2016,0.7,21.1,14.7
40652,1st_category_group,Health and social work activities,Other member,Female,2017,0.9,20.8,14.4
40653,1st_category_group,Health and social work activities,Other member,Female,2018,0.9,22.0,16.5
40654,1st_category_group,Health and social work activities,Other member,Female,2019,0.9,25.0,18.5
41976,1st_category_group,"Culture, sports and recreation",Main earner,Male,2011,13.8,36.4,27.1
41977,1st_category_group,"Culture, sports and recreation",Main earner,Male,2012,14.2,37.5,27.7
41978,1st_category_group,"Culture, sports and recreation",Main earner,Male,2013,14.3,35.7,25.8
41979,1st_category_group,"Culture, sports and recreation",Main earner,Male,2014,14.9,37.1,27.3
41980,1st_category_group,"Culture, sports and recreation",Main earner,Male,2015,15.7,38.1,28.5
41981,1st_category_group,"Culture, sports and recreation",Main earner,Male,2016,16.2,39.9,29.6
41982,1st_category_group,"Culture, sports and recreation",Main earner,Male,2017,16.9,40.0,30.1
41983,1st_category_group,"Culture, sports and recreation",Main earner,Male,2018,17.5,41.7,32.0
41984,1st_category_group,"Culture, sports and recreation",Main earner,Male,2019,18.2,41.8,32.1
41985,1st_category_group,"Culture, sports and recreation",Main earner,Male,2020,15.6,39.3,30.2
41990,1st_category_group,"Culture, sports and recreation",Main earner,Female,2011,7.1,26.6,18.9
41991,1st_category_group,"Culture, sports and recreation",Main earner,Female,2012,7.6,26.8,19.3
41992,1st_category_group,"Culture, sports and recreation",Main earner,Female,2013,7.8,25.6,18.8
41993,1st_category_group,"Culture, sports and recreation",Main earner,Female,2014,8.3,26.3,19.3
41994,1st_category_group,"Culture, sports and recreation",Main earner,Female,2015,8.9,27.1,20.2
41995,1st_category_group,"Culture, sports and recreation",Main earner,Female,2016,9.1,28.5,21.2
41996,1st_category_group,"Culture, sports and recreation",Main earner,Female,2017,9.5,29.3,22.0
41997,1st_category_group,"Culture, sports and recreation",Main earner,Female,2018,10.1,31.1,23.1
41998,1st_category_group,"Culture, sports and recreation",Main earner,Female,2019,10.7,31.9,23.7
41999,1st_category_group,"Culture, sports and recreation",Main earner,Female,2020,9.5,31.6,24.0
42018,1st_category_group,"Culture, sports and recreation",Main earner without partner,Male,2011,6.3,25.5,17.8
42019,1st_category_group,"Culture, sports and recreation",Main earner without partner,Male,2012,6.6,26.8,18.0
42020,1st_category_group,"Culture, sports and recreation",Main earner without partner,Male,2013,6.7,25.5,17.5
42021,1st_category_group,"Culture, sports and recreation",Main earner without partner,Male,2014,6.9,26.7,18.5
42022,1st_category_group,"Culture, sports and recreation",Main earner without partner,Male,2015,7.4,27.9,19.4
42023,1st_category_group,"Culture, sports and recreation",Main earner without partner,Male,2016,7.5,28.9,20.3
42024,1st_category_group,"Culture, sports and recreation",Main earner without partner,Male,2017,7.9,28.6,20.5
42025,1st_category_group,"Culture, sports and recreation",Main earner without partner,Male,2018,8.2,30.2,22.3
42026,1st_category_group,"Culture, sports and recreation",Main earner without partner,Male,2019,8.7,30.4,22.1
42027,1st_category_group,"Culture, sports and recreation",Main earner without partner,Male,2020,7.4,29.5,22.4
42032,1st_category_group,"Culture, sports and recreation",Main earner without partner,Female,2011,4.7,21.8,16.1
42033,1st_category_group,"Culture, sports and recreation",Main earner without partner,Female,2012,5.1,21.5,16.0
42034,1st_category_group,"Culture, sports and recreation",Main earner without partner,Female,2013,5.3,20.7,15.7
42035,1st_category_group,"Culture, sports and recreation",Main earner without partner,Female,2014,5.5,21.4,16.1
42036,1st_category_group,"Culture, sports and recreation",Main earner without partner,Female,2015,5.9,22.2,17.0
42037,1st_category_group,"Culture, sports and recreation",Main earner without partner,Female,2016,6.1,23.5,17.6
42038,1st_category_group,"Culture, sports and recreation",Main earner without partner,Female,2017,6.3,23.9,17.9
42039,1st_category_group,"Culture, sports and recreation",Main earner without partner,Female,2018,6.7,25.4,19.0
42040,1st_category_group,"Culture, sports and recreation",Main earner without partner,Female,2019,7.0,26.0,19.5
42041,1st_category_group,"Culture, sports and recreation",Main earner without partner,Female,2020,6.2,26.5,20.6
42060,1st_category_group,"Culture, sports and recreation",Main earner with partner,Male,2011,7.5,45.6,36.7
42061,1st_category_group,"Culture, sports and recreation",Main earner with partner,Male,2012,7.6,46.6,37.7
42062,1st_category_group,"Culture, sports and recreation",Main earner with partner,Male,2013,7.7,44.5,35.5
42063,1st_category_group,"Culture, sports and recreation",Main earner with partner,Male,2014,8.0,46.2,37.1
42064,1st_category_group,"Culture, sports and recreation",Main earner with partner,Male,2015,8.4,47.2,38.0
42065,1st_category_group,"Culture, sports and recreation",Main earner with partner,Male,2016,8.7,49.5,39.6
42066,1st_category_group,"Culture, sports and recreation",Main earner with partner,Male,2017,9.0,49.9,40.6
42067,1st_category_group,"Culture, sports and recreation",Main earner with partner,Male,2018,9.3,51.9,42.4
42068,1st_category_group,"Culture, sports and recreation",Main earner with partner,Male,2019,9.5,52.2,42.8
42069,1st_category_group,"Culture, sports and recreation",Main earner with partner,Male,2020,8.1,48.4,38.8
42074,1st_category_group,"Culture, sports and recreation",Main earner with partner,Female,2011,2.3,36.0,28.6
42075,1st_category_group,"Culture, sports and recreation",Main earner with partner,Female,2012,2.5,37.7,29.0
42076,1st_category_group,"Culture, sports and recreation",Main earner with partner,Female,2013,2.6,35.5,27.7
42077,1st_category_group,"Culture, sports and recreation",Main earner with partner,Female,2014,2.7,36.2,27.5
42078,1st_category_group,"Culture, sports and recreation",Main earner with partner,Female,2015,3.0,37.0,28.8
42079,1st_category_group,"Culture, sports and recreation",Main earner with partner,Female,2016,3.0,38.5,31.5
42080,1st_category_group,"Culture, sports and recreation",Main earner with partner,Female,2017,3.2,40.2,32.8
42081,1st_category_group,"Culture, sports and recreation",Main earner with partner,Female,2018,3.4,42.1,34.2
42082,1st_category_group,"Culture, sports and recreation",Main earner with partner,Female,2019,3.6,43.5,34.5
42083,1st_category_group,"Culture, sports and recreation",Main earner with partner,Female,2020,3.4,40.7,33.0
42102,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Male,2011,6.3,15.1,13.1
42103,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Male,2012,6.5,15.8,13.6
42104,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Male,2013,7.0,15.7,13.5
42105,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Male,2014,7.4,16.2,14.0
42106,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Male,2015,7.7,16.9,14.6
42107,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Male,2016,7.7,18.3,15.7
42108,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Male,2017,7.9,18.9,16.2
42109,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Male,2018,8.1,19.8,17.0
42110,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Male,2019,8.6,20.4,17.6
42111,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Male,2020,9.7,19.2,16.4
42116,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Female,2011,9.7,14.2,11.0
42117,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Female,2012,10.0,14.7,11.2
42118,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Female,2013,10.5,14.2,11.1
42119,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Female,2014,11.0,14.7,11.6
42120,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Female,2015,11.6,15.0,11.8
42121,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Female,2016,12.0,16.1,12.4
42122,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Female,2017,12.3,16.7,13.1
42123,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Female,2018,12.7,17.9,14.0
42124,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Female,2019,13.7,17.9,14.3
42125,1st_category_group,"Culture, sports and recreation",Partner of main earnerr,Female,2020,13.5,17.2,13.7
42186,1st_category_group,"Culture, sports and recreation",Child of age,Male,2011,1.3,17.9,14.5
42187,1st_category_group,"Culture, sports and recreation",Child of age,Male,2012,1.4,18.4,14.5
42188,1st_category_group,"Culture, sports and recreation",Child of age,Male,2013,1.6,16.9,13.3
42189,1st_category_group,"Culture, sports and recreation",Child of age,Male,2014,1.8,18.0,13.6
42190,1st_category_group,"Culture, sports and recreation",Child of age,Male,2015,2.0,20.0,15.0
42191,1st_category_group,"Culture, sports and recreation",Child of age,Male,2016,2.2,20.1,16.0
42192,1st_category_group,"Culture, sports and recreation",Child of age,Male,2017,2.3,21.2,16.6
42193,1st_category_group,"Culture, sports and recreation",Child of age,Male,2018,2.5,22.0,17.8
42194,1st_category_group,"Culture, sports and recreation",Child of age,Male,2019,2.8,22.7,18.2
42200,1st_category_group,"Culture, sports and recreation",Child of age,Female,2011,0.5,14.0,12.3
42201,1st_category_group,"Culture, sports and recreation",Child of age,Female,2012,0.5,14.5,11.8
42202,1st_category_group,"Culture, sports and recreation",Child of age,Female,2013,0.6,13.8,10.7
42203,1st_category_group,"Culture, sports and recreation",Child of age,Female,2014,0.7,16.2,11.7
42204,1st_category_group,"Culture, sports and recreation",Child of age,Female,2015,0.8,15.8,13.0
42205,1st_category_group,"Culture, sports and recreation",Child of age,Female,2016,0.9,15.7,12.4
42206,1st_category_group,"Culture, sports and recreation",Child of age,Female,2017,0.9,15.4,12.7
42207,1st_category_group,"Culture, sports and recreation",Child of age,Female,2018,1.0,16.6,13.4
42208,1st_category_group,"Culture, sports and recreation",Child of age,Female,2019,1.2,16.6,14.0
42228,1st_category_group,"Culture, sports and recreation",Other member,Male,2011,0.3,13.5,12.8
42229,1st_category_group,"Culture, sports and recreation",Other member,Male,2012,0.3,13.6,12.4
42230,1st_category_group,"Culture, sports and recreation",Other member,Male,2013,0.3,15.7,12.8
42231,1st_category_group,"Culture, sports and recreation",Other member,Male,2014,0.3,17.7,12.5
42232,1st_category_group,"Culture, sports and recreation",Other member,Male,2015,0.4,15.3,12.9
42233,1st_category_group,"Culture, sports and recreation",Other member,Male,2016,0.4,16.6,15.2
42234,1st_category_group,"Culture, sports and recreation",Other member,Male,2017,0.4,17.7,15.2
42235,1st_category_group,"Culture, sports and recreation",Other member,Male,2018,0.4,19.5,16.5
42236,1st_category_group,"Culture, sports and recreation",Other member,Male,2019,0.5,18.9,15.5
42242,1st_category_group,"Culture, sports and recreation",Other member,Female,2011,0.2,11.5,10.8
42243,1st_category_group,"Culture, sports and recreation",Other member,Female,2012,0.2,13.1,12.1
42244,1st_category_group,"Culture, sports and recreation",Other member,Female,2013,0.3,12.3,9.8
42245,1st_category_group,"Culture, sports and recreation",Other member,Female,2014,0.3,13.5,11.0
42246,1st_category_group,"Culture, sports and recreation",Other member,Female,2015,0.3,11.7,11.0
42247,1st_category_group,"Culture, sports and recreation",Other member,Female,2016,0.3,14.2,11.8
42248,1st_category_group,"Culture, sports and recreation",Other member,Female,2017,0.4,14.7,13.3
42249,1st_category_group,"Culture, sports and recreation",Other member,Female,2018,0.4,16.3,12.7
42250,1st_category_group,"Culture, sports and recreation",Other member,Female,2019,0.4,15.9,13.7
43572,1st_category_group,Other service activities,Main earner,Male,2011,11.1,39.4,35.2
43573,1st_category_group,Other service activities,Main earner,Male,2012,11.4,39.1,34.2
43574,1st_category_group,Other service activities,Main earner,Male,2013,11.4,38.9,33.7
43575,1st_category_group,Other service activities,Main earner,Male,2014,11.0,39.9,34.4
43576,1st_category_group,Other service activities,Main earner,Male,2015,11.4,41.1,35.0
43577,1st_category_group,Other service activities,Main earner,Male,2016,11.5,41.9,35.9
43578,1st_category_group,Other service activities,Main earner,Male,2017,11.8,43.2,36.4
43579,1st_category_group,Other service activities,Main earner,Male,2018,12.2,43.6,37.2
43580,1st_category_group,Other service activities,Main earner,Male,2019,12.3,44.3,37.0
43581,1st_category_group,Other service activities,Main earner,Male,2020,11.8,42.4,35.6
43586,1st_category_group,Other service activities,Main earner,Female,2011,9.7,25.2,19.6
43587,1st_category_group,Other service activities,Main earner,Female,2012,10.4,24.2,18.9
43588,1st_category_group,Other service activities,Main earner,Female,2013,10.8,23.3,18.0
43589,1st_category_group,Other service activities,Main earner,Female,2014,11.4,24.3,18.8
43590,1st_category_group,Other service activities,Main earner,Female,2015,12.2,24.9,18.9
43591,1st_category_group,Other service activities,Main earner,Female,2016,12.9,25.9,19.4
43592,1st_category_group,Other service activities,Main earner,Female,2017,13.5,26.9,20.2
43593,1st_category_group,Other service activities,Main earner,Female,2018,14.1,27.7,20.8
43594,1st_category_group,Other service activities,Main earner,Female,2019,15.2,28.5,21.5
43595,1st_category_group,Other service activities,Main earner,Female,2020,14.2,28.7,22.4
43614,1st_category_group,Other service activities,Main earner without partner,Male,2011,2.6,28.3,22.3
43615,1st_category_group,Other service activities,Main earner without partner,Male,2012,2.8,27.6,21.7
43616,1st_category_group,Other service activities,Main earner without partner,Male,2013,2.8,27.8,21.9
43617,1st_category_group,Other service activities,Main earner without partner,Male,2014,2.8,28.8,23.0
43618,1st_category_group,Other service activities,Main earner without partner,Male,2015,2.9,30.6,23.6
43619,1st_category_group,Other service activities,Main earner without partner,Male,2016,3.0,31.0,24.3
43620,1st_category_group,Other service activities,Main earner without partner,Male,2017,3.2,31.9,24.4
43621,1st_category_group,Other service activities,Main earner without partner,Male,2018,3.4,32.1,24.9
43622,1st_category_group,Other service activities,Main earner without partner,Male,2019,3.6,32.3,25.0
43623,1st_category_group,Other service activities,Main earner without partner,Male,2020,3.4,32.7,25.9
43628,1st_category_group,Other service activities,Main earner without partner,Female,2011,6.0,19.5,15.7
43629,1st_category_group,Other service activities,Main earner without partner,Female,2012,6.5,18.8,15.2
43630,1st_category_group,Other service activities,Main earner without partner,Female,2013,6.9,18.2,14.8
43631,1st_category_group,Other service activities,Main earner without partner,Female,2014,7.3,19.0,15.5
43632,1st_category_group,Other service activities,Main earner without partner,Female,2015,7.9,19.5,15.4
43633,1st_category_group,Other service activities,Main earner without partner,Female,2016,8.4,20.1,15.8
43634,1st_category_group,Other service activities,Main earner without partner,Female,2017,8.9,20.6,16.3
43635,1st_category_group,Other service activities,Main earner without partner,Female,2018,9.3,21.2,16.7
43636,1st_category_group,Other service activities,Main earner without partner,Female,2019,10.1,22.2,17.3
43637,1st_category_group,Other service activities,Main earner without partner,Female,2020,9.6,23.7,19.3
43656,1st_category_group,Other service activities,Main earner with partner,Male,2011,8.5,42.9,39.0
43657,1st_category_group,Other service activities,Main earner with partner,Male,2012,8.6,42.8,38.6
43658,1st_category_group,Other service activities,Main earner with partner,Male,2013,8.6,42.5,38.2
43659,1st_category_group,Other service activities,Main earner with partner,Male,2014,8.2,43.8,39.2
43660,1st_category_group,Other service activities,Main earner with partner,Male,2015,8.4,44.7,39.8
43661,1st_category_group,Other service activities,Main earner with partner,Male,2016,8.4,45.8,40.6
43662,1st_category_group,Other service activities,Main earner with partner,Male,2017,8.6,47.3,41.3
43663,1st_category_group,Other service activities,Main earner with partner,Male,2018,8.8,48.0,42.4
43664,1st_category_group,Other service activities,Main earner with partner,Male,2019,8.7,49.2,43.2
43665,1st_category_group,Other service activities,Main earner with partner,Male,2020,8.4,46.3,40.6
43670,1st_category_group,Other service activities,Main earner with partner,Female,2011,3.7,34.4,29.9
43671,1st_category_group,Other service activities,Main earner with partner,Female,2012,3.8,33.5,28.3
43672,1st_category_group,Other service activities,Main earner with partner,Female,2013,3.9,32.4,27.0
43673,1st_category_group,Other service activities,Main earner with partner,Female,2014,4.1,33.9,28.4
43674,1st_category_group,Other service activities,Main earner with partner,Female,2015,4.3,35.0,29.2
43675,1st_category_group,Other service activities,Main earner with partner,Female,2016,4.5,36.7,30.9
43676,1st_category_group,Other service activities,Main earner with partner,Female,2017,4.6,39.0,32.6
43677,1st_category_group,Other service activities,Main earner with partner,Female,2018,4.8,40.2,33.4
43678,1st_category_group,Other service activities,Main earner with partner,Female,2019,5.1,41.0,34.4
43679,1st_category_group,Other service activities,Main earner with partner,Female,2020,4.6,39.1,33.5
43698,1st_category_group,Other service activities,Partner of main earnerr,Male,2011,3.5,17.4,15.1
43699,1st_category_group,Other service activities,Partner of main earnerr,Male,2012,3.6,16.9,14.5
43700,1st_category_group,Other service activities,Partner of main earnerr,Male,2013,3.7,16.9,14.4
43701,1st_category_group,Other service activities,Partner of main earnerr,Male,2014,3.7,17.1,14.3
43702,1st_category_group,Other service activities,Partner of main earnerr,Male,2015,3.7,17.9,15.0
43703,1st_category_group,Other service activities,Partner of main earnerr,Male,2016,3.9,19.4,15.9
43704,1st_category_group,Other service activities,Partner of main earnerr,Male,2017,3.8,20.2,16.6
43705,1st_category_group,Other service activities,Partner of main earnerr,Male,2018,4.0,20.8,17.2
43706,1st_category_group,Other service activities,Partner of main earnerr,Male,2019,4.1,21.4,17.8
43707,1st_category_group,Other service activities,Partner of main earnerr,Male,2020,4.6,21.4,18.0
43712,1st_category_group,Other service activities,Partner of main earnerr,Female,2011,29.0,11.8,9.7
43713,1st_category_group,Other service activities,Partner of main earnerr,Female,2012,29.9,11.7,9.7
43714,1st_category_group,Other service activities,Partner of main earnerr,Female,2013,30.9,11.7,9.7
43715,1st_category_group,Other service activities,Partner of main earnerr,Female,2014,32.3,12.0,9.8
43716,1st_category_group,Other service activities,Partner of main earnerr,Female,2015,34.0,12.2,9.9
43717,1st_category_group,Other service activities,Partner of main earnerr,Female,2016,35.0,12.7,10.3
43718,1st_category_group,Other service activities,Partner of main earnerr,Female,2017,36.1,13.2,10.8
43719,1st_category_group,Other service activities,Partner of main earnerr,Female,2018,37.1,13.9,11.5
43720,1st_category_group,Other service activities,Partner of main earnerr,Female,2019,38.3,14.6,12.2
43721,1st_category_group,Other service activities,Partner of main earnerr,Female,2020,38.6,14.8,12.6
43782,1st_category_group,Other service activities,Child of age,Male,2011,0.5,19.7,16.4
43783,1st_category_group,Other service activities,Child of age,Male,2012,0.6,18.7,15.0
43784,1st_category_group,Other service activities,Child of age,Male,2013,0.6,18.2,14.0
43785,1st_category_group,Other service activities,Child of age,Male,2014,0.6,17.2,13.0
43786,1st_category_group,Other service activities,Child of age,Male,2015,0.7,17.2,13.3
43787,1st_category_group,Other service activities,Child of age,Male,2016,0.8,19.3,15.2
43788,1st_category_group,Other service activities,Child of age,Male,2017,0.8,20.8,16.1
43789,1st_category_group,Other service activities,Child of age,Male,2018,0.8,21.2,17.4
43790,1st_category_group,Other service activities,Child of age,Male,2019,0.9,21.9,17.8
43796,1st_category_group,Other service activities,Child of age,Female,2011,1.4,13.5,12.1
43797,1st_category_group,Other service activities,Child of age,Female,2012,1.4,12.7,11.4
43798,1st_category_group,Other service activities,Child of age,Female,2013,1.5,12.5,10.6
43799,1st_category_group,Other service activities,Child of age,Female,2014,1.7,12.3,10.7
43800,1st_category_group,Other service activities,Child of age,Female,2015,1.8,12.9,10.9
43801,1st_category_group,Other service activities,Child of age,Female,2016,2.0,13.5,11.4
43802,1st_category_group,Other service activities,Child of age,Female,2017,2.1,13.8,11.6
43803,1st_category_group,Other service activities,Child of age,Female,2018,2.2,14.7,12.1
43804,1st_category_group,Other service activities,Child of age,Female,2019,2.3,15.3,12.9
43824,1st_category_group,Other service activities,Other member,Male,2011,0.2,11.9,13.6
43825,1st_category_group,Other service activities,Other member,Male,2012,0.2,15.8,14.0
43826,1st_category_group,Other service activities,Other member,Male,2013,0.2,15.3,14.3
43827,1st_category_group,Other service activities,Other member,Male,2014,0.2,16.8,13.9
43828,1st_category_group,Other service activities,Other member,Male,2015,0.2,18.9,15.9
43829,1st_category_group,Other service activities,Other member,Male,2016,0.2,19.0,14.6
43830,1st_category_group,Other service activities,Other member,Male,2017,0.2,18.2,15.7
43831,1st_category_group,Other service activities,Other member,Male,2018,0.2,20.5,20.6
43832,1st_category_group,Other service activities,Other member,Male,2019,0.3,21.3,18.4
43838,1st_category_group,Other service activities,Other member,Female,2011,0.4,10.6,9.4
43839,1st_category_group,Other service activities,Other member,Female,2012,0.4,9.8,8.3
43840,1st_category_group,Other service activities,Other member,Female,2013,0.4,10.1,7.8
43841,1st_category_group,Other service activities,Other member,Female,2014,0.5,10.5,9.1
43842,1st_category_group,Other service activities,Other member,Female,2015,0.5,10.6,9.7
43843,1st_category_group,Other service activities,Other member,Female,2016,0.6,11.2,8.5
43844,1st_category_group,Other service activities,Other member,Female,2017,0.7,12.0,10.0
43845,1st_category_group,Other service activities,Other member,Female,2018,0.7,12.6,10.5
43846,1st_category_group,Other service activities,Other member,Female,2019,0.7,13.5,11.3
48360,1st_category_group,Unknown,Main earner,Male,2011,12.4,42.1,26.6
48361,1st_category_group,Unknown,Main earner,Male,2012,11.4,40.8,25.0
48362,1st_category_group,Unknown,Main earner,Male,2013,12.2,38.8,25.0
48363,1st_category_group,Unknown,Main earner,Male,2014,14.4,40.1,25.0
48364,1st_category_group,Unknown,Main earner,Male,2015,13.7,41.9,25.7
48365,1st_category_group,Unknown,Main earner,Male,2016,17.0,54.0,30.0
48366,1st_category_group,Unknown,Main earner,Male,2017,15.0,57.4,33.3
48367,1st_category_group,Unknown,Main earner,Male,2018,11.9,60.3,35.0
48368,1st_category_group,Unknown,Main earner,Male,2019,6.5,70.7,40.3
48369,1st_category_group,Unknown,Main earner,Male,2020,5.5,48.2,27.9
48374,1st_category_group,Unknown,Main earner,Female,2011,5.9,30.7,18.5
48375,1st_category_group,Unknown,Main earner,Female,2012,5.7,27.3,17.0
48376,1st_category_group,Unknown,Main earner,Female,2013,5.7,26.2,16.2
48377,1st_category_group,Unknown,Main earner,Female,2014,6.3,28.1,19.0
48378,1st_category_group,Unknown,Main earner,Female,2015,5.9,28.3,19.0
48379,1st_category_group,Unknown,Main earner,Female,2016,6.5,34.6,20.5
48380,1st_category_group,Unknown,Main earner,Female,2017,6.1,35.9,22.0
48381,1st_category_group,Unknown,Main earner,Female,2018,4.9,34.1,21.0
48382,1st_category_group,Unknown,Main earner,Female,2019,3.0,40.3,21.8
48383,1st_category_group,Unknown,Main earner,Female,2020,2.7,30.6,18.1
48402,1st_category_group,Unknown,Main earner without partner,Male,2011,5.5,25.7,17.3
48403,1st_category_group,Unknown,Main earner without partner,Male,2012,5.1,25.8,15.3
48404,1st_category_group,Unknown,Main earner without partner,Male,2013,5.5,27.5,16.0
48405,1st_category_group,Unknown,Main earner without partner,Male,2014,6.5,26.9,18.6
48406,1st_category_group,Unknown,Main earner without partner,Male,2015,6.2,28.5,20.0
48407,1st_category_group,Unknown,Main earner without partner,Male,2016,6.9,33.2,20.0
48408,1st_category_group,Unknown,Main earner without partner,Male,2017,6.1,36.9,20.9
48409,1st_category_group,Unknown,Main earner without partner,Male,2018,4.8,34.5,20.0
48410,1st_category_group,Unknown,Main earner without partner,Male,2019,2.3,41.0,19.7
